Prosodic Collocational Patterns of ZAI and ZHENGZAI in modern Chinese,,,,
Verbs,ZAI,ZHENGZAI,Number of syllables,
谈什么,5,0,polysyllabic lexical items,
谈死,1,0,disyllabic lexical items,
谈她生命中的最后时刻,1,0,polysyllabic lexical items,
谈她在冯家的生活情形,0,1,polysyllabic lexical items,
谈天,1,0,disyllabic lexical items,
谈我打得多么好,1,0,polysyllabic lexical items,
谈闲话,3,0,polysyllabic lexical items,
谈笑,4,3,disyllabic lexical items,
谈心,2,2,disyllabic lexical items,
谈学校,1,0,polysyllabic lexical items,
谈药学里一个很重要的一个特点,1,0,polysyllabic lexical items,
谈影片上的故事,1,0,polysyllabic lexical items,
谈枣庄杀鬼子、夺枪的故事,1,0,polysyllabic lexical items,
谈这方面的合作,1,0,polysyllabic lexical items,
谈中国文化里面一个很重要的元素,1,0,polysyllabic lexical items,
谈重要的事,1,0,polysyllabic lexical items,
叹气,5,1,disyllabic lexical items,
叹气、流泪,1,0,polysyllabic lexical items,
叹人心之不古,1,0,polysyllabic lexical items,
探索,3,2,disyllabic lexical items,
探索“更深一层”的艺术手法,1,0,polysyllabic lexical items,
探索符合本国国情的发展道路,0,1,polysyllabic lexical items,
探索共建生态城市,0,1,polysyllabic lexical items,
探索剑波的判断,1,0,polysyllabic lexical items,
探索路子,1,0,polysyllabic lexical items,
探索绿色发展,1,0,polysyllabic lexical items,
探索区校合作,0,1,polysyllabic lexical items,
探索适合本国国情的发展道路,0,1,polysyllabic lexical items,
探索文学艺术的作用,1,0,polysyllabic lexical items,
探索新的途径,0,1,polysyllabic lexical items,
烫发,0,1,disyllabic lexical items,
逃,3,0,monosyllabic lexical items,
逃难,2,0,disyllabic lexical items,
淘米,0,1,disyllabic lexical items,
讨吃过日子,1,0,polysyllabic lexical items,
讨功,1,0,disyllabic lexical items,
讨论,5,5,disyllabic lexical items,
讨论陈若狂身后,0,1,polysyllabic lexical items,
讨论到底是什么东西,1,0,polysyllabic lexical items,
讨论工作,1,0,polysyllabic lexical items,
讨论合作拍片的事,1,0,polysyllabic lexical items,
讨论和交谈,1,0,polysyllabic lexical items,
讨论刘宝善的事,0,2,polysyllabic lexical items,
讨论明天吃啥儿,1,0,polysyllabic lexical items,
讨论什么问题,1,0,polysyllabic lexical items,
讨论是否建立一个“亲人搜索”的产品,1,0,polysyllabic lexical items,
讨论是否需要炸坝,1,0,polysyllabic lexical items,
讨论四月份生产计划,0,1,polysyllabic lexical items,
讨论塑胶花上市后可能产生的经济效益,1,0,polysyllabic lexical items,
讨论燕西的婚事,2,0,polysyllabic lexical items,
讨论应付办法,0,1,polysyllabic lexical items,
讨论怎样增产,1,0,polysyllabic lexical items,
讨论这个事情,1,0,polysyllabic lexical items,
讨论这些事,0,1,polysyllabic lexical items,
讨论中国古典戏剧的象征主义,1,0,polysyllabic lexical items,
讨论作品,1,0,polysyllabic lexical items,
讨米、饿饭、砍柴、挖煤,1,0,polysyllabic lexical items,
企图发动全国性的内战,1,0,polysyllabic lexical items,
企图和中国谈判和平,1,0,polysyllabic lexical items,
踢我,1,0,disyllabic lexical items,
踢足球,1,0,polysyllabic lexical items,
提高,18,3,disyllabic lexical items,
提高它的军队的士气,0,1,polysyllabic lexical items,
提高质量,1,1,polysyllabic lexical items,
提供“坚实的翅膀”和“聪明的脑袋”,1,0,polysyllabic lexical items,
提供安全,1,0,polysyllabic lexical items,
提供更多更好的公共产品,0,1,polysyllabic lexical items,
提供新的“案例”,0,1,polysyllabic lexical items,
提供一个新例子,1,0,polysyllabic lexical items,
提海水,1,0,polysyllabic lexical items,
提脚,1,0,disyllabic lexical items,
提人,1,0,disyllabic lexical items,
提速,1,0,disyllabic lexical items,
提醒人们,1,0,polysyllabic lexical items,
提醒人们被遗忘的粮仓,1,0,polysyllabic lexical items,
提醒他,2,0,polysyllabic lexical items,
提醒他和催促他快快偿还积年老债,1,0,polysyllabic lexical items,
提醒我们,1,0,polysyllabic lexical items,
提醒我自己,1,0,polysyllabic lexical items,
提醒自己,2,0,polysyllabic lexical items,
提议,1,0,disyllabic lexical items,
体会,1,0,disyllabic lexical items,
企图破坏近几年来所取得的国际紧张局势的某些缓和,0,1,polysyllabic lexical items,
体验阿里巴巴“购物项目”,1,0,polysyllabic lexical items,
体验拔“火罐”的疗效,1,0,polysyllabic lexical items,
体验不同的“游戏”,1,0,polysyllabic lexical items,
体验社会冷暖,1,0,polysyllabic lexical items,
体验一种前所未有的激动,0,1,polysyllabic lexical items,
替代传统的交通工具,0,1,polysyllabic lexical items,
替代工业经济,0,1,polysyllabic lexical items,
替他作传,1,0,polysyllabic lexical items,
替我们“保存国粹”之恩故也,0,1,polysyllabic lexical items,
添草,0,1,disyllabic lexical items,
填对一张表格,0,2,polysyllabic lexical items,
填海,1,0,disyllabic lexical items,
舔他煮好的糨糊,0,1,polysyllabic lexical items,
挑,1,0,monosyllabic lexical items,
挑男人,1,0,polysyllabic lexical items,
挑水,1,0,disyllabic lexical items,
挑选花布,1,0,polysyllabic lexical items,
挑选教师和编制教学计划,0,1,polysyllabic lexical items,
跳,31,0,monosyllabic lexical items,
跳动,27,0,disyllabic lexical items,
跳个不停,1,0,polysyllabic lexical items,
跳集体舞,1,0,polysyllabic lexical items,
跳绳,1,0,disyllabic lexical items,
跳贴面舞,1,0,polysyllabic lexical items,
跳舞,6,1,disyllabic lexical items,
跳舞唱歌,0,1,polysyllabic lexical items,
贴春联,0,1,polysyllabic lexical items,
贴金,1,0,disyllabic lexical items,
听,26,0,monosyllabic lexical items,
听电话,0,1,polysyllabic lexical items,
听对方讲话,1,0,polysyllabic lexical items,
听广播,1,0,polysyllabic lexical items,
听广播剧,1,0,polysyllabic lexical items,
听和,1,0,disyllabic lexical items,
听蕙讲话,0,1,polysyllabic lexical items,
听剑云对淑贞讲话,0,1,polysyllabic lexical items,
听讲,2,0,disyllabic lexical items,
听觉新谈他离家的事,1,0,polysyllabic lexical items,
听老唱片,1,0,polysyllabic lexical items,
听你,2,0,disyllabic lexical items,
听你讲的东西,1,0,polysyllabic lexical items,
听琴讲故事,1,0,polysyllabic lexical items,
听琴讲话,0,1,polysyllabic lexical items,
听什么,1,0,polysyllabic lexical items,
听什么响声,1,0,polysyllabic lexical items,
听说话,0,1,polysyllabic lexical items,
听他底话,1,0,polysyllabic lexical items,
听他讲政治课,1,0,polysyllabic lexical items,
听他们那喝醉了的站长说疯话,1,0,polysyllabic lexical items,
听他们说,1,0,polysyllabic lexical items,
听他们说些什么,0,1,polysyllabic lexical items,
听他说,2,0,polysyllabic lexical items,
听她们讲话,1,0,polysyllabic lexical items,
听她说话,0,1,polysyllabic lexical items,
听堂屋的动静,1,0,polysyllabic lexical items,
听我讲,1,0,polysyllabic lexical items,
听我说,1,0,polysyllabic lexical items,
听演讲,1,0,polysyllabic lexical items,
听一场有关微电子的讲座,0,1,polysyllabic lexical items,
听一个别人家的故事,1,0,polysyllabic lexical items,
听一堂“弘扬长征精神、走好改革新长征”的主题课,0,1,polysyllabic lexical items,
听音乐,1,0,polysyllabic lexical items,
听张小川讲话,0,1,polysyllabic lexical items,
听昭华讲日间所遇到的故事,1,0,polysyllabic lexical items,
听周外婆讲话,0,1,polysyllabic lexical items,
停电,1,0,disyllabic lexical items,
同意孙达得的说法,1,0,polysyllabic lexical items,
偷他的吃剩的晚餐,0,1,polysyllabic lexical items,
投入反殖民主义的斗争,0,1,polysyllabic lexical items,
透一口大气,0,1,polysyllabic lexical items,
涂上朱红袈裟,1,0,polysyllabic lexical items,
吐,2,0,monosyllabic lexical items,
吐白沫,1,0,polysyllabic lexical items,
吐出火焰,1,0,polysyllabic lexical items,
吐气,2,0,disyllabic lexical items,
吐血,2,0,disyllabic lexical items,
吐血生病,1,0,polysyllabic lexical items,
吐紫烟,1,0,polysyllabic lexical items,
推广,0,2,disyllabic lexical items,
推广“快锄低铲”的甘蔗收获法,0,1,polysyllabic lexical items,
推广铲工组的“全面质量管理”经验,0,1,polysyllabic lexical items,
推广各种节省钢材和水泥的措施,0,1,polysyllabic lexical items,
推广惠安县乡邮改革的成功经验,0,1,polysyllabic lexical items,
推广我栽培水稻的经验,1,0,polysyllabic lexical items,
推广这种先进采煤法,0,1,polysyllabic lexical items,
推门,1,0,disyllabic lexical items,
推磨,2,0,disyllabic lexical items,
推牌九,1,0,polysyllabic lexical items,
推他,2,0,disyllabic lexical items,
推她,1,0,disyllabic lexical items,
退,4,0,monosyllabic lexical items,
托人找职业,0,1,polysyllabic lexical items,
托什么人买船票,1,0,polysyllabic lexical items,
拖,1,0,monosyllabic lexical items,
拖炮车,1,0,polysyllabic lexical items,
拖延,1,0,disyllabic lexical items,
拖延对日和约的订立,0,1,polysyllabic lexical items,
拖延谈判,1,0,polysyllabic lexical items,
脱鞋,0,1,disyllabic lexical items,
脱衣服,0,1,polysyllabic lexical items,
挖,2,0,monosyllabic lexical items,
挖工事,1,0,polysyllabic lexical items,
挖何首乌,1,0,polysyllabic lexical items,
挖开我的回忆的坟墓,1,0,polysyllabic lexical items,
挖坑,1,0,disyllabic lexical items,
挖苦你,1,0,polysyllabic lexical items,
挖苦她,2,0,polysyllabic lexical items,
挖泥,1,0,disyllabic lexical items,
挖墙洞,0,1,polysyllabic lexical items,
挖沙,1,0,disyllabic lexical items,
挖树桩子,1,0,polysyllabic lexical items,
挖同盟者的墙脚,1,0,polysyllabic lexical items,
挖土,1,0,disyllabic lexical items,
挖土筑路、架设桥梁,1,0,polysyllabic lexical items,
挖一只手电筒,1,0,polysyllabic lexical items,
挖战壕、战斗工事、修军事公路,1,0,polysyllabic lexical items,
完成量的积累,0,1,polysyllabic lexical items,
完成她们解放斗争的各国妇女们的初步成就,0,1,polysyllabic lexical items,
完成一种自我挑战,1,0,polysyllabic lexical items,
玩,7,1,monosyllabic lexical items,
玩“摔炮”,1,0,polysyllabic lexical items,
玩《三体》,1,0,polysyllabic lexical items,
玩把戏,1,0,polysyllabic lexical items,
玩猴子戏,1,0,polysyllabic lexical items,
玩火,2,0,disyllabic lexical items,
玩扑克牌,0,1,polysyllabic lexical items,
玩什么,1,0,polysyllabic lexical items,
玩什么花样,1,0,polysyllabic lexical items,
玩什么花招,1,0,polysyllabic lexical items,
玩耍,6,0,disyllabic lexical items,
玩台球,0,1,polysyllabic lexical items,
"玩同样的把
戏",0,1,polysyllabic lexical items,
玩雪,1,0,disyllabic lexical items,
玩野兽派,1,0,polysyllabic lexical items,
玩这个,1,0,polysyllabic lexical items,
玩政治,1,0,polysyllabic lexical items,
挽救别人的生命,1,0,polysyllabic lexical items,
挽救自己的生命,1,0,polysyllabic lexical items,
企图使台湾和中国分离,1,0,polysyllabic lexical items,
忘记你,1,0,polysyllabic lexical items,
望,3,0,monosyllabic lexical items,
望窗外,1,0,polysyllabic lexical items,
望梨园,2,0,polysyllabic lexical items,
望哪里,1,0,polysyllabic lexical items,
望你,1,0,disyllabic lexical items,
望什么,2,0,polysyllabic lexical items,
望她,1,0,disyllabic lexical items,
望未来的远景,1,0,polysyllabic lexical items,
望我,2,0,disyllabic lexical items,
望一朵残花,1,0,polysyllabic lexical items,
望一个美丽的梦景,1,0,polysyllabic lexical items,
望一个梦景,1,0,polysyllabic lexical items,
望月,1,0,disyllabic lexical items,
威胁,1,0,disyllabic lexical items,
威胁和平,1,0,polysyllabic lexical items,
威胁人民和平的生活文化与福利,1,0,polysyllabic lexical items,
威胁他们的国家和民族的命运,1,0,polysyllabic lexical items,
威胁她,1,0,polysyllabic lexical items,
威胁泰国,1,0,polysyllabic lexical items,
维持,1,0,disyllabic lexical items,
维持大局,1,0,polysyllabic lexical items,
维持秩序,1,0,polysyllabic lexical items,
维护其独立发展任何军备的权利,1,0,polysyllabic lexical items,
维护他,1,0,polysyllabic lexical items,
为世界上好战的人在说话,1,0,polysyllabic lexical items,
去挣钱,1,0,polysyllabic lexical items,
喂饭,0,1,disyllabic lexical items,
喂马,0,2,disyllabic lexical items,
喂磨,1,0,disyllabic lexical items,
喂兔子,2,0,polysyllabic lexical items,
喂叶,0,1,disyllabic lexical items,
喂猪,1,0,disyllabic lexical items,
温习功课,0,1,polysyllabic lexical items,
稳定情绪,0,1,polysyllabic lexical items,
问,42,0,monosyllabic lexical items,
问保润的近况,1,0,polysyllabic lexical items,
问病,1,0,disyllabic lexical items,
问大濂来信没有,1,0,polysyllabic lexical items,
问高福,1,0,polysyllabic lexical items,
问给狗“那轻薄男子还不值得叫”,1,0,polysyllabic lexical items,
问荷西,1,0,polysyllabic lexical items,
问候什么,2,0,polysyllabic lexical items,
问欢欢,1,0,polysyllabic lexical items,
问柳若松,0,1,polysyllabic lexical items,
问那个岁的自己,1,0,polysyllabic lexical items,
问那个下跪求爱者,1,0,polysyllabic lexical items,
问你,9,0,disyllabic lexical items,
问你的工资关系转过来没有,1,0,polysyllabic lexical items,
问你话,1,0,polysyllabic lexical items,
问你知不知道,1,0,polysyllabic lexical items,
问青青,1,0,polysyllabic lexical items,
问三爹这几天怎么没来,1,0,polysyllabic lexical items,
问谁,1,0,disyllabic lexical items,
问什么,1,0,polysyllabic lexical items,
问宋思明的情况,1,0,polysyllabic lexical items,
问他,2,0,disyllabic lexical items,
问他的话,1,0,polysyllabic lexical items,
问同一个问题,1,0,polysyllabic lexical items,
问问题,1,0,polysyllabic lexical items,
问我什么,1,0,polysyllabic lexical items,
问询染思成和林徽因的住处,0,1,polysyllabic lexical items,
问一个老同学,1,0,polysyllabic lexical items,
问长问短,0,1,polysyllabic lexical items,
问这个问题,1,0,polysyllabic lexical items,
问这问那,1,0,polysyllabic lexical items,
问著,1,0,disyllabic lexical items,
问自己,7,0,polysyllabic lexical items,
吸收养份、希望,1,0,polysyllabic lexical items,
吸香烟,1,0,polysyllabic lexical items,
吸烟,6,1,disyllabic lexical items,
吸烟斗,1,0,polysyllabic lexical items,
认识这个小镇,0,1,polysyllabic lexical items,
生活,3,1,disyllabic lexical items,
生长,8,4,disyllabic lexical items,
熟悉机器设备情况,1,0,polysyllabic lexical items,
牺牲朝鲜民主主义人民共和国的利益来讨好朴正熙集团,0,1,polysyllabic lexical items,
洗,1,0,monosyllabic lexical items,
洗厕所,1,0,polysyllabic lexical items,
洗脚,2,2,disyllabic lexical items,
洗脸,2,4,disyllabic lexical items,
洗脸、擦粉抹胭脂,0,1,polysyllabic lexical items,
洗笼布,0,1,polysyllabic lexical items,
洗米煮饭,1,0,polysyllabic lexical items,
